|INDEX|HYPER_ID_PY|HYPER_ID_IDL|PEAK_REF_mJy|PEAK_PY_mJy|PEAK_IDL_mJy|INT_REF_mJy|INT_PY_mJy|INT_IDL_mJy|D_PEAK_PY_pct|D_PEAK_IDL_pct|D_INT_PY_pct|D_INT_IDL_pct|
| long|       long|        long|      double|     double|      double|     double|    double|     double|        float|         float|       float|        float|
   814         185           97         40.9        42.7         41.7       352.0      524.0       471.5           4.4            2.0         48.8          33.9 
   815         170           60         50.1        45.7         47.5      1015.2      905.0       998.0          -8.9           -5.3        -10.9          -1.7 
   816         105          261         37.5        32.6         33.4       405.1      319.0       342.8         -12.9          -10.9        -21.2         -15.4 
   817         203           53         47.0        45.2         46.4      1147.2     1067.0      1126.1          -3.8           -1.2         -7.0          -1.8 
   818         279          413         24.5        22.8         23.4       291.5      322.0       345.9          -6.7           -4.4         10.5          18.7 
   819         246          124         39.2        41.3         40.8       368.6      470.0       449.1           5.5            4.2         27.5          21.9 
   820         420          359         26.5        25.8         26.5       372.7      480.0       509.4          -2.6           -0.0         28.8          36.7 
   821         292          330         30.3        26.3         27.4       607.3      511.0       628.5         -13.1           -9.5        -15.9           3.5 
   822         162           63         48.2        47.5         48.4       456.9      430.0       438.0          -1.5            0.3         -5.9          -4.1 
   823          33           55         50.4        47.5         48.4       741.9      696.0       724.6          -5.8           -4.1         -6.2          -2.3 
   824          38          175         41.4        39.3         41.2       619.6      521.0       559.7          -5.1           -0.6        -15.9          -9.7 
   825          42          167         41.7        38.0         38.3       370.3      368.0       370.4          -8.9           -8.1         -0.6           0.0 
   826         352          117         45.9        40.8         43.0       481.0      304.0       459.6         -11.1           -6.3        -36.8          -4.5 
   827         147          178         40.1        37.7         38.1       492.7      453.0       476.9          -6.0           -5.1         -8.1          -3.2 
   828          96           19         49.9        46.8         46.9      1204.7     1036.0      1004.1          -6.2           -5.9        -14.0         -16.7 
   829         214          328         30.9        29.3         30.0       692.4      691.0       713.1          -5.3           -3.0         -0.2           3.0 
   830         125          391         25.4        24.3         25.6       255.0      205.0       247.7          -4.3            0.8        -19.6          -2.9 
   831          63          135         37.0        39.3         39.2       384.1      466.0       459.3           6.3            5.9         21.3          19.6 
   832         309          272         36.2        33.9         34.8       306.6      345.0       384.9          -6.5           -3.9         12.5          25.5 
   833         207          108         41.7        40.1         41.3       608.7      689.0       742.7          -3.8           -0.9         13.2          22.0 
   834         189          467         20.9        19.2         19.6       567.8      517.0       540.5          -8.0           -6.2         -8.9          -4.8 
   835          25          114         41.1        40.0         41.0       724.0      744.0       806.4          -2.7           -0.2          2.8          11.4 
   836         417           48         43.7        46.2         45.8       789.4      840.0       779.3           5.5            4.7          6.4          -1.3 
   837         451          428         26.3        22.5         23.9       388.8      364.0       476.2         -14.5           -9.1         -6.4          22.5 
   838         436          469         20.5        18.4         20.4       175.1      113.0       273.0         -10.5           -0.6        -35.4          56.0 
   839         283           68         50.3        45.4         47.3       620.5      597.0       610.1          -9.7           -6.0         -3.8          -1.7 
   840         342          320         26.4        28.9         29.9       436.5      414.0       397.7           9.7           13.5         -5.1          -8.9 
   841         235           51         43.4        46.0         45.1       535.8      669.0       678.5           6.1            4.0         24.9          26.6 
   842         456           76         39.5        44.0         45.3       326.9      464.0       589.1          11.5           14.7         41.9          80.2 
   843         378          444         22.6        22.1         22.1       620.8      569.0       425.0          -2.4           -2.3         -8.3         -31.5 
   844         314          210         34.9        34.5         35.1       322.7      312.0       331.5          -1.3            0.5         -3.3           2.7 
   845         407            3         47.0        61.4         63.8       749.9     1384.0      1538.3          30.6           35.7         84.6         105.1 
   846         459           49         49.8        46.8         45.6       672.5      675.0       606.0          -6.2           -8.5          0.4          -9.9 
   847         425           59         50.2        46.7         46.2       433.5      608.0       559.9          -7.0           -7.9         40.3          29.2 
   848         487          223         34.5        35.0         35.1       662.0      784.0       688.8           1.4            1.7         18.4           4.1 
   849         268          222         33.3        34.6         34.1       595.2      721.0       546.7           4.1            2.5         21.1          -8.1 
   850         489          230         41.0        36.9         41.8       339.5      289.0       883.3         -10.2            1.9        -14.9         160.2 
   851         366          340         32.8        28.8         30.5       316.0      322.0       361.1         -12.2           -7.0          1.9          14.3 
   852         388           13         48.8        51.4         51.5      1263.6     1320.0      1259.6           5.2            5.4          4.5          -0.3 
   853         244          377         30.8        27.0         28.7       321.5      242.0       292.4         -12.2           -6.8        -24.7          -9.1 
   854         258          119         35.4        39.7         37.6       567.0      963.0       750.5          12.2            6.3         69.8          32.4 
   855         477           14         48.9        49.3         48.7      1294.0     1236.0      1162.6           0.7           -0.5         -4.5         -10.2 
   856         308          405         22.1        20.0         19.7       549.7      471.0       508.8          -9.7          -10.9        -14.3          -7.4 
   857         363          344         29.0        26.8         25.6       254.4      260.0       318.3          -7.5          -11.6          2.2          25.1 
   858         391            1         22.7        63.7         65.4       224.9     1404.0      1462.6         180.9          188.7        524.4         550.4 
   859         385           90         37.8        43.3         42.6       530.5      731.0       610.9          14.6           12.8         37.8          15.2 
   860         422          449         22.6        21.7         21.9       497.3      509.0       469.5          -3.8           -3.0          2.3          -5.6 
   861         273          282         28.9        32.8         33.5       416.4      710.0       592.1          13.3           15.9         70.5          42.2 
   862         286          356         31.7        29.5         31.8       450.5      464.0       556.5          -7.0            0.2          3.0          23.5 
   863         356          403         26.7        23.2         22.9       388.8      323.0       305.4         -13.0          -14.1        -16.9         -21.5 
   864         242          132         42.8        39.2         41.3      1153.4      940.0      1030.7          -8.3           -3.4        -18.5         -10.6 
   865         490          266         32.0        32.8         32.9       316.0      387.0       359.8           2.3            2.7         22.5          13.8 
   866         248          404         23.7        23.0         23.6       310.0      364.0       367.6          -3.2           -0.5         17.4          18.6 
   867         485          183         36.8        36.6         37.7       747.9      793.0       831.9          -0.6            2.4          6.0          11.2 
   868         253          248         32.6        32.6         33.6       455.1      450.0       471.7           0.1            3.1         -1.1           3.7 
   869          45          122         42.8        39.6         41.7      1002.9      836.0       927.8          -7.6           -2.6        -16.6          -7.5 
   870         399          315         28.8        29.4         30.2       549.5      595.0       520.5           2.2            4.9          8.3          -5.3 
   871         431          415         23.5        23.5         24.4       234.7      239.0       361.5          -0.1            3.9          1.8          54.0 
   872         228          412         23.1        22.3         23.7       642.7      655.0       732.4          -3.5            2.4          1.9          14.0 
   873         467          435         21.9        22.6         23.0       329.8      345.0       361.0           3.1            5.0          4.6           9.5 
   874         445          354         29.9        27.8         28.5       323.3      338.0       332.4          -7.1           -4.7          4.5           2.8 
   875         347          385         27.2        25.8         25.3       718.3      802.0       752.2          -5.3           -7.1         11.6           4.7 
   876         306          271         37.9        32.4         36.0       602.4      455.0       627.4         -14.6           -5.1        -24.5           4.1 
   877         337          204         35.1        34.5         34.6       382.5      391.0       380.3          -1.8           -1.5          2.2          -0.6 
   878         449          137         39.7        39.6         39.5      1075.7     1113.0      1089.9          -0.2           -0.4          3.5           1.3 
   879         317          430         23.4        23.9         24.5       396.0      374.0       371.4           2.5            4.9         -5.5          -6.2 
   880         447          250         33.0        33.3         33.3       708.2      740.0       654.2           0.7            0.9          4.5          -7.6 
   881         255          243         34.4        32.6         32.5       910.5      875.0       758.7          -5.0           -5.4         -3.9         -16.7 
   882         313          442         20.9        21.6         21.6       224.8      308.0       280.0           3.1            3.1         37.0          24.6 
   883         295           20         50.4        51.0         51.9       573.4      557.0       587.9           1.1            2.9         -2.9           2.5 
   884         302          275         30.8        31.0         29.9       469.8      635.0       614.8           0.7           -2.9         35.2          30.9 
   885         416          465         21.3        19.7         21.7       260.2      215.0       382.8          -7.3            2.0        -17.4          47.1 
   886         301          376         26.0        25.3         25.8       465.9      361.0       365.4          -2.7           -0.8        -22.5         -21.6 
   887         346          274         38.4        31.6         33.1       429.2      305.0       362.2         -17.7          -13.9        -28.9         -15.6 
   888         350          224         41.4        35.5         36.9       367.1      233.0       389.1         -14.2          -10.8        -36.5           6.0 
   889         334           40         49.1        47.9         49.3       912.7      803.0       901.1          -2.5            0.4        -12.0          -1.3 
   890         298          173         35.8        37.5         36.8       573.6      664.0       553.7           4.7            2.8         15.8          -3.5 
   891         225          228         29.8        32.5         30.9       483.3      668.0       578.9           9.0            3.6         38.2          19.8 
   892         265           89         42.9        42.8         42.6       565.1      580.0       545.7          -0.2           -0.7          2.6          -3.4 
   893         396          292         34.3        30.9         32.5       385.9      306.0       364.6         -10.0           -5.3        -20.7          -5.5 
   894         289          172         42.7        38.7         39.5       525.5      560.0       530.6          -9.3           -7.5          6.6           1.0 
   895         344          456         25.3        21.2         24.1       599.1      320.0       542.9         -16.0           -4.6        -46.6          -9.4 
   896         380           27         48.6        48.8         49.2       529.6      592.0       593.8           0.2            1.1         11.8          12.1 
   897         284          433         25.2        22.7         22.9       312.3      290.0       392.9          -9.9           -9.1         -7.2          25.8 
   898         376          394         28.0        25.1         25.2       306.8      240.0       295.4         -10.4          -10.0        -21.8          -3.7 
   899         290          147         43.8        39.6         39.0       356.0      410.0       390.6          -9.6          -11.0         15.2           9.7 
   900         252           22         49.7        49.3         51.5      1163.3     1198.0      1257.5          -0.8            3.7          3.0           8.1 
   901         321          133         37.9        37.7         37.9       664.7      727.0       717.6          -0.4            0.0          9.4           8.0 
   902         424          383         26.6        26.1         26.2       621.2      679.0       619.2          -2.1           -1.6          9.3          -0.3 
   903         457          127         38.7        37.8         39.3       957.2      811.0       838.6          -2.1            1.6        -15.3         -12.4 
   904         354          177         35.4        36.2         36.1       463.9      553.0       538.7           2.4            2.0         19.2          16.1 
   905         412          144         39.3        39.2         39.5      1071.3     1240.0      1015.9          -0.2            0.5         15.7          -5.2 
   906         311          207         32.1        35.0         33.7       310.9      372.0       340.6           8.9            4.9         19.7           9.6 
   907         275          287         31.6        32.6         32.9       636.9      775.0       594.2           3.4            4.3         21.7          -6.7 
   908         390          169         38.6        37.5         39.0       702.2      712.0       756.6          -3.0            0.9          1.4           7.7 
   909         479          256         31.8        32.8         34.5       581.1      714.0       671.7           3.2            8.7         22.9          15.6 
   910         421          158         37.6        36.7         38.0       525.4      506.0       596.7          -2.4            1.0         -3.7          13.6 
   911         446          382         22.8        25.8         26.1       308.3      345.0       340.9          13.3           14.6         11.9          10.6 
   912         453          363         22.1        26.4         26.0       526.3      591.0       550.7          19.8           17.9         12.3           4.6 
   913         329          397         26.8        24.2         25.8       502.9      363.0       414.4          -9.8           -3.9        -27.8         -17.6 
   914         438           94         44.6        42.8         42.8       680.1      729.0       666.3          -4.1           -4.1          7.2          -2.0 
   915         367          400         23.0        23.5         24.3       642.9      623.0       677.5           1.8            5.4         -3.1           5.4 
   916         429          329         31.4        28.9         29.1       498.3      501.0       474.6          -8.1           -7.5          0.6          -4.7 
   917         362          375         28.3        26.6         26.6       384.4      366.0       332.4          -6.3           -6.1         -4.8         -13.5 
   918         379          291         37.6        32.1         32.4       305.2      286.0       297.2         -14.6          -13.9         -6.3          -2.6 
   919         327          443         20.5        24.4         22.9       428.5      654.0       518.4          19.4           11.8         52.6          21.0 
   920         250          257         33.2        31.4         30.9       402.0      364.0       334.2          -5.4           -6.9         -9.5         -16.9 
   921         293          455         20.8        19.5         20.6       222.4      274.0       381.4          -6.3           -0.9         23.2          71.5 
   922         369          128         41.9        39.2         38.4       333.0      429.0       523.8          -6.5           -8.4         28.8          57.3 
   923         358          195         39.1        36.7         38.0       446.7      459.0       483.8          -6.1           -2.9          2.7           8.3 
   924         229          351         26.3        25.6         25.3       652.0      515.0       604.3          -2.9           -3.9        -21.0          -7.3 
   925         178           86         46.5        44.0         45.5      1293.4     1247.0      1335.5          -5.2           -2.1         -3.6           3.3 
   926         468          236         28.3        34.2         29.0       739.0     1349.0       758.0          21.0            2.4         82.5           2.6 
   927         401          188         38.3        36.1         36.9       348.5      401.0       419.1          -5.6           -3.5         15.1          20.3 
   928         260          116         40.6        40.0         41.2       569.8      546.0       555.6          -1.5            1.6         -4.2          -2.5 
   929         410          408         26.6        23.9         25.7       443.0      355.0       409.8         -10.0           -3.5        -19.9          -7.5 
   930         319           77         40.7        44.3         44.2      1035.4     1106.0      1052.5           8.8            8.6          6.8           1.7 
   931         397          347         23.3        27.2         25.5       500.9      940.0       641.6          16.6            9.4         87.6          28.1 
   932         330          278         32.7        31.3         32.5       286.8      299.0       558.6          -4.3           -0.5          4.2          94.7 
   933         393          425         21.8        24.1         24.5       503.5      623.0       617.7          10.4           12.4         23.7          22.7 
   934         281          301         28.0        30.9         30.1       599.6      773.0       700.6          10.4            7.5         28.9          16.9 
   935         261           38         50.2        47.8         48.6       483.4      502.0       657.6          -4.9           -3.3          3.9          36.0 
   936         427          298         34.1        30.4         31.6       308.6      315.0       347.7         -10.9           -7.4          2.1          12.7 
   937         247          488         21.4        15.6         21.1       286.6      102.0       294.8         -27.1           -1.6        -64.4           2.9 
   938         271           61         45.4        46.9         47.8       698.1      811.0       769.4           3.3            5.3         16.2          10.2 
   939         227          452         22.6        19.6         21.4       272.3      282.0       367.4         -13.1           -5.2          3.6          34.9 
   940         462          323         33.4        27.4         30.1       265.6      248.0       378.3         -18.0          -10.0         -6.6          42.5 
   941         236           78         43.0        42.7         39.9       473.0      667.0       597.9          -0.8           -7.3         41.0          26.4 
   942         483           52         47.6        45.4         45.2       400.2      439.0       411.7          -4.6           -5.0          9.7           2.9 
   943         440          264         37.7        31.9         34.1       643.3      519.0       635.2         -15.4           -9.5        -19.3          -1.3 
   944         237          436         23.4        22.2         21.9       315.4      312.0       286.9          -5.1           -6.4         -1.1          -9.0 
   945         348          482         21.3        17.4         20.2       245.8      138.0       251.9         -18.3           -5.0        -43.9           2.5 
   946         464          227         35.4        33.1         34.4       532.9      482.0       520.8          -6.5           -2.9         -9.6          -2.3 
   947         473          182         38.6        35.2         35.8       319.2      299.0       327.0          -8.8           -7.3         -6.3           2.4 
   948         331           30         45.0        46.3         47.6       650.3      762.0       793.7           2.8            5.7         17.2          22.1 
   949         372          267         36.7        33.9         34.9       459.5      479.0       647.1          -7.7           -4.9          4.2          40.8 
   950         315          214         35.6        34.4         34.7       739.6      724.0       703.5          -3.5           -2.5         -2.1          -4.9 
   951         339          150         40.0        37.8         39.6       632.9      614.0       642.5          -5.3           -0.9         -3.0           1.5 
   952         355          411         24.2        19.4         24.0       458.7      262.0       386.1         -20.1           -1.0        -42.9         -15.8 
   953         471          181         33.5        35.6         35.8       458.0      546.0       519.4           6.2            6.7         19.2          13.4 
   954         277            9         48.5        51.6         50.8       537.8      695.0       640.4           6.4            4.7         29.2          19.1 
   955         224           47         34.9        44.4         45.8       309.1      865.0      1010.5          27.2           31.1        179.8         226.9 
   956         404          220         36.4        33.6         34.9       444.0      374.0       402.7          -7.5           -4.0        -15.8          -9.3 
   957         307            7         48.6        52.9         53.1       689.5     1110.0      1252.3           8.7            9.2         61.0          81.6 
   958         382          255         31.5        32.4         33.6       287.5      309.0       447.5           2.8            6.6          7.5          55.7 
   959         474          252         33.3        32.1         33.0       410.9      387.0       395.1          -3.5           -0.9         -5.8          -3.9 
   960         245          468         21.9        20.5         22.3       342.7      261.0       342.8          -6.4            1.9        -23.8           0.0 
   961          82          269         34.9        31.9         32.4       893.3      771.0       799.4          -8.8           -7.3        -13.7         -10.5 
   962         433          149         42.3        38.7         40.7       528.8      395.0       468.2          -8.5           -3.8        -25.3         -11.5 
   963         325          226         34.9        34.4         34.3       494.4      514.0       585.5          -1.6           -1.8          4.0          18.4 
   964         383           41         48.5        47.5         48.3       909.7      951.0       933.4          -2.0           -0.4          4.5           2.6 
   965         351          366         30.9        27.8         30.6       575.0      363.0       450.7         -10.1           -1.0        -36.9         -21.6 
   966         280          197         35.6        36.1         37.4       872.3      949.0       932.9           1.4            5.1          8.8           6.9 
   967         406          171         44.2        38.5         38.7       581.6      524.0       516.2         -13.0          -12.5         -9.9         -11.2 
   968         263          277         38.7        32.0         33.9       439.3      330.0       376.6         -17.4          -12.5        -24.9         -14.3 
   969         442          414         26.1        24.7         24.8       353.7      397.0       443.4          -5.4           -5.0         12.2          25.3 
   970         274          176         40.3        37.8         39.0       711.3      807.0       758.5          -6.0           -3.2         13.4           6.6 
   971         481          157         33.5        34.5         36.3       390.6      549.0       637.3           3.1            8.5         40.6          63.2 
