show_id,type,title,director,release_year,duration
s1365,Movie,Three Men and a Baby,Leonard Nimoy,1987,103
s1366,Movie,Three Men and a Little Lady,Emile Ardolino,1990,104
s1367,Movie,Thru the Mirror,Dave Hand,1936,10
s1368,Movie,Tiger Cruise,Duwayne Dunham,2004,88
s1369,Movie,Tim Burton’s The Nightmare Before Christmas,Henry Selick,1993,78
s1370,TV Show,Timon & Pumbaa,,1995,
s1371,Movie,Tin Toy,John Lasseter,1988,5
s1372,Movie,Tinker Bell,Bradley Raymond,2008,81
s1373,Movie,Tinker Bell and the Great Fairy Rescue,Bradley Raymond,2010,80
s1374,Movie,Tinker Bell and the Lost Treasure,Klay Hall,2009,84
s1375,Movie,Titanic: 20 Years Later With James Cameron,Thomas Grane,2017,47
s1376,Movie,Toby Tortoise Returns,Wilfred Jackson,1936,8
s1377,Movie,Tom and Huck,Peter Hewitt,1995,92
s1378,Movie,Toy Story,John Lasseter,1995,83
s1379,Movie,Toy Story 2,John Lasseter,1999,93
s1380,Movie,Toy Story 3,Lee Unkrich,2010,103
s1381,Movie,Toy Story Toons: Hawaiian Vacation,Gary Rydstrom,2011,6
s1382,Movie,Toy Story Toons: Partysaurus Rex,Mark Walsh,2012,9
s1383,Movie,Toy Story Toons: Small Fry,Angus MacLane,2011,10
s1384,Movie,Trail of the Panda,Zhong Yu,2009,89
s1385,Movie,Trailer Horn,Jack Hannah,1950,7
s1386,Movie,Treasure Island,Byron Haskin,1950,96
s1387,Movie,Treasure of Matecumbe,Vincent McEveety,1976,116
s1388,Movie,Treasure Planet,"John Musker, Ron Clements",2002,98
s1389,Movie,Tree Climbing Lions,,2018,45
s1390,Movie,Tron,Steven Lisberger,1982,96
s1391,Movie,Tru Confessions,Paul Hoen,2002,83
s1392,Movie,Tuck Everlasting,Jay Russell,2002,91
s1393,Movie,Tugboat Mickey,Clyde Geronimi,1940,8
s1394,Movie,Twas the Night,Nick Castle,2001,87
s1395,Movie,Twitches,Stuart Gillard,2005,87
s1396,Movie,Twitches Too,Stuart Gillard,2007,84
s1397,Movie,Unidentified Flying Oddball,Russ Mayberry,1979,93
s1398,Movie,Up,Pete Docter,2009,96
s1399,Movie,"Up, Up and Away",Robert Townsend,2000,78
s1400,Movie,Valiant,Gary Chapman,2005,76
s1401,Movie,Waking Sleeping Beauty,Don Hahn,2010,87
s1402,Movie,WALL-E,Andrew Stanton,2008,99
s1403,Movie,Wendy Wu: Homecoming Warrior,John Laing,2006,91
s1404,Movie,Whispers: An Elephant's Tale,Dereck Joubert,2000,73
s1405,Movie,White Fang,Randal Kleiser,1991,109
s1406,Movie,Who Framed Roger Rabbit,Robert Zemeckis,1988,104
s1407,TV Show,Wild Yellowstone,,2015,
s1408,Movie,Winged Seduction: Birds of Paradise,Molly Hermann,2012,45
s1409,Movie,Winnie the Pooh,"Stephen Anderson, Don Hall",2011,68
s1410,Movie,Winnie the Pooh: A Very Merry Pooh Year,"Ed Wexler, Gary Katona, Jamie Mitchell",2002,67
s1411,Movie,Winnie the Pooh: Springtime with Roo,"Elliot Bour, Saul Blinkoff",2004,70
s1412,Movie,Winter Storage,Jack Hannah,1949,7
s1413,TV Show,Wizards of Waverly Place,,2007,
s1414,Movie,Wizards of Waverly Place: The Movie,Lev L. Spiro,2009,94
s1415,TV Show,Wolverine and The X-Men,,2008,
s1416,Movie,World's Greatest Dogs,,2015,44
s1417,Movie,Wreck-It Ralph,Rich Moore,2012,103
s1418,TV Show,X-Men: Evolution,,2000,
s1419,Movie,Ye Olden Days,Bert Gillett,1933,9
s1420,Movie,Yellowstone Cubs,Charles Draper,1963,48
s1421,Movie,You Lucky Dog,Paul Schneider,1998,88
s1422,Movie,You Wish!,Paul Hoen,2003,88
s1423,Movie,Your Friend the Rat,Jim Capobianco,2007,13
s1424,Movie,Z-O-M-B-I-E-S,Paul Hoen,2018,97
s1425,Movie,Zapped,Peter DeLuise,2014,95
s1426,Movie,Zenon: Girl of the 21st Century,Kenneth Johnson,1999,97
s1427,Movie,Zenon: The Zequel,Manny Coto,2001,89
s1428,Movie,Zenon: Z3,Steve Rash,2004,81
s1429,Movie,Zootopia,"Byron Howard, Rich Moore",2016,109
s1430,Movie,Bedknobs and Broomsticks,Robert Stevenson,1971,118
s1431,Movie,Blackbeard's Ghost,Robert Stevenson,1968,107
s1432,Movie,Brave Little Tailor,Bill Roberts,1938,9
s1433,Movie,Justin Morgan had a Horse,Hollingsworth Morse,1972,88
s1434,Movie,Lady and the Tramp II: Scamp's Adventure,Darrell Rooney,2001,73
s1435,TV Show,Smart Guy,,1996,
s1436,Movie,The Cat from Outer Space,Norman Tokar,1978,104
s1437,Movie,The Great Mouse Detective,"John Musker, Ron Clements, Dave Michener",1986,75
s1438,Movie,The Sword in the Stone,Wolfgang Reitherman,1963,80
s1439,Movie,Those Calloways,Norman Tokar,1965,132
s1440,TV Show,Disney Kirby Buckets,,2014,
s1441,TV Show,Disney Mech-X4,,2016,
s1442,TV Show,Imagination Movers,,2008,
s1443,Movie,Tomorrowland,Brad Bird,2015,131
s1444,Movie,Aquamarine,Elizabeth Allen Rosenbaum,2006,104
s1445,Movie,Ice Age: Dawn Of The Dinosaurs,Carlos Saldanha,2009,97
s1446,Movie,X-Men Origins: Wolverine,Gavin Hood,2009,108
s1447,Movie,Night at the Museum: Battle of the Smithsonian,Shawn Levy,2009,106
s1448,Movie,Eddie the Eagle,Dexter Fletcher,2016,107
s1449,Movie,Bend It Like Beckham,Gurinder Chadha,2003,112
s1450,Movie,Captain Sparky vs. The Flying Saucers,Mark Waring,2012,2
