Temperature;CoefficientOfThermalExpansion;CoefficientOfThermalExpansionCooling
288.12799;9.59104E-06;1.1722E-05
288.23199;9.47344E-06;1.17009E-05
288.33099;9.34997E-06;1.16945E-05
288.42999;9.2818E-06;1.17129E-05
288.53201;9.28543E-06;1.17283E-05
288.63000;9.31928E-06;1.17244E-05
288.73001;9.34755E-06;1.16886E-05
288.82501;9.36514E-06;1.16395E-05
288.92801;9.38261E-06;1.16297E-05
289.02899;9.41412E-06;1.16797E-05
289.13000;9.44954E-06;1.17714E-05
289.22501;9.47905E-06;1.18666E-05
289.32501;9.49036E-06;1.19065E-05
289.42700;9.4915E-06;1.18735E-05
289.52499;9.48572E-06;1.18176E-05
289.62601;9.45726E-06;1.17955E-05
289.72501;9.41324E-06;1.18175E-05
289.82401;9.35977E-06;1.18514E-05
289.92700;9.31319E-06;1.18637E-05
290.02600;9.29881E-06;1.18392E-05
290.12500;9.33155E-06;1.17998E-05
290.22299;9.39298E-06;1.17983E-05
290.32401;9.43829E-06;1.18549E-05
290.42099;9.44216E-06;1.19255E-05
290.51999;9.39472E-06;1.1948E-05
290.62000;9.3336E-06;1.18928E-05
290.72400;9.30535E-06;1.17776E-05
290.82101;9.32614E-06;1.16805E-05
290.92200;9.38078E-06;1.16565E-05
291.02100;9.42516E-06;1.16837E-05
291.12000;9.4485E-06;1.17318E-05
291.21799;9.45789E-06;1.17708E-05
291.32199;9.45975E-06;1.17851E-05
291.42001;9.45967E-06;1.17944E-05
291.52100;9.44871E-06;1.18123E-05
291.62100;9.41328E-06;1.18282E-05
291.71701;9.36066E-06;1.18321E-05
291.82001;9.32525E-06;1.18141E-05
291.91800;9.31685E-06;1.17546E-05
292.02200;9.31802E-06;1.16786E-05
292.12000;9.31854E-06;1.1635E-05
292.22000;9.29532E-06;1.16579E-05
292.31900;9.24359E-06;1.17632E-05
292.41800;9.18424E-06;1.19118E-05
292.51401;9.13375E-06;1.20142E-05
292.61801;9.11433E-06;1.20018E-05
292.71799;9.14054E-06;1.18959E-05
292.81699;9.21818E-06;1.17727E-05
292.92001;9.31981E-06;1.17194E-05
293.01501;9.4057E-06;1.17775E-05
293.11700;9.46963E-06;1.19011E-05
293.21201;9.52369E-06;1.20129E-05
293.31699;9.56499E-06;1.20725E-05
293.41501;9.56809E-06;1.20752E-05
293.51300;9.52001E-06;1.20189E-05
293.61499;9.43087E-06;1.19303E-05
293.71301;9.31989E-06;1.18405E-05
293.81100;9.21119E-06;1.17602E-05
293.91199;9.12235E-06;1.17113E-05
294.01001;9.07174E-06;1.17099E-05
294.11401;9.1023E-06;1.17605E-05
294.21201;9.22958E-06;1.18482E-05
294.31000;9.39046E-06;1.19424E-05
294.40900;9.4941E-06;1.2004E-05
294.50900;9.50162E-06;1.20123E-05
294.61200;9.42048E-06;1.19723E-05
294.71100;9.29615E-06;1.191E-05
294.80801;9.19358E-06;1.18741E-05
294.90799;9.1211E-06;1.18611E-05
295.01001;9.06909E-06;1.18505E-05
295.10901;9.04477E-06;1.18326E-05
295.20700;9.0495E-06;1.17804E-05
295.30499;9.09177E-06;1.17087E-05
295.40799;9.18898E-06;1.16692E-05
295.50900;9.33663E-06;1.16961E-05
295.60501;9.48384E-06;1.17754E-05
295.70700;9.57739E-06;1.18735E-05
295.80099;9.57301E-06;1.19654E-05
295.90601;9.45949E-06;1.20305E-05
296.00601;9.28191E-06;1.20637E-05
296.10300;9.11376E-06;1.20473E-05
296.20499;9.03665E-06;1.19768E-05
296.30701;9.07223E-06;1.18775E-05
296.40500;9.18015E-06;1.17867E-05
296.50299;9.29092E-06;1.17611E-05
296.59900;9.3402E-06;1.18091E-05
296.70099;9.33004E-06;1.19071E-05
296.80099;9.31175E-06;1.20083E-05
296.89899;9.30796E-06;1.20474E-05
297.00000;9.28316E-06;1.20134E-05
297.09500;9.21622E-06;1.19423E-05
297.19800;9.12212E-06;1.18815E-05
297.29800;9.03473E-06;1.18541E-05
297.39700;9.00036E-06;1.18775E-05
297.49899;9.02856E-06;1.1947E-05
297.60101;9.08074E-06;1.20327E-05
297.69901;9.11881E-06;1.20917E-05
297.79800;9.14758E-06;1.20712E-05
297.89700;9.18422E-06;1.19872E-05
297.99701;9.24434E-06;1.1918E-05
298.10001;9.33358E-06;1.19295E-05
298.19501;9.40336E-06;1.19973E-05
298.29501;9.39423E-06;1.20532E-05
298.39700;9.30814E-06;1.2067E-05
298.49899;9.19174E-06;1.20217E-05
298.59500;9.09863E-06;1.19334E-05
298.69601;9.06745E-06;1.18301E-05
298.79700;9.09118E-06;1.17251E-05
298.89499;9.13155E-06;1.16473E-05
298.99500;9.15442E-06;1.16412E-05
299.09500;9.14124E-06;1.17208E-05
299.19501;9.08615E-06;1.18553E-05
299.29800;9.02017E-06;1.20021E-05
299.39099;8.98785E-06;1.20908E-05
299.49100;9.00576E-06;1.20906E-05
299.59500;9.0572E-06;1.20541E-05
299.69501;9.10146E-06;1.20214E-05
299.79401;9.12318E-06;1.20041E-05
299.89499;9.12757E-06;1.20026E-05
299.99301;9.13554E-06;1.19996E-05
300.09399;9.1603E-06;1.19983E-05
300.19400;9.19317E-06;1.20148E-05
300.29401;9.21857E-06;1.20194E-05
300.39001;9.2172E-06;1.19735E-05
300.49301;9.19436E-06;1.19055E-05
300.59201;9.17955E-06;1.18759E-05
300.69101;9.18041E-06;1.19156E-05
300.79099;9.16337E-06;1.20061E-05
300.88901;9.11525E-06;1.20836E-05
300.98599;9.05817E-06;1.20886E-05
301.09000;9.03133E-06;1.20248E-05
301.19000;9.07015E-06;1.19391E-05
301.28799;9.14914E-06;1.18835E-05
301.38699;9.19489E-06;1.18903E-05
301.48499;9.17517E-06;0.000011942
301.58801;9.11724E-06;1.20003E-05
301.68799;9.05326E-06;1.20343E-05
301.78299;9.00877E-06;1.20422E-05
301.88599;8.99844E-06;1.20359E-05
301.98401;9.00648E-06;1.20335E-05
302.08401;9.00549E-06;1.20372E-05
302.18500;8.98607E-06;1.20267E-05
302.28601;8.96674E-06;1.19999E-05
302.38000;8.98167E-06;1.19543E-05
302.48401;9.05271E-06;1.19013E-05
302.58701;9.14024E-06;1.18688E-05
302.68600;9.15917E-06;1.18969E-05
302.78500;9.07939E-06;1.20202E-05
302.88300;8.97128E-06;1.2213E-05
302.98099;8.94939E-06;1.23842E-05
303.08701;9.06575E-06;1.24329E-05
303.18600;9.26706E-06;1.232E-05
303.28400;9.42106E-06;1.20892E-05
303.38599;9.44031E-06;1.18511E-05
303.48401;9.34945E-06;1.17139E-05
303.58099;9.22624E-06;1.17016E-05
303.68301;9.13546E-06;1.1767E-05
303.78299;9.07699E-06;1.18551E-05
303.87799;9.0324E-06;1.19439E-05
303.98300;8.98773E-06;1.20332E-05
304.08401;8.94231E-06;1.21076E-05
304.18399;8.90777E-06;1.21333E-05
304.28500;8.89186E-06;1.20824E-05
304.38400;8.89698E-06;1.19675E-05
304.47900;8.9142E-06;1.18666E-05
304.57901;8.94827E-06;1.18538E-05
304.68201;8.99273E-06;1.19145E-05
304.78299;9.04006E-06;1.19926E-05
304.88300;9.09628E-06;1.20417E-05
304.97501;9.15332E-06;1.20468E-05
305.07800;9.19044E-06;1.20511E-05
305.18399;9.19143E-06;1.21162E-05
305.28500;9.16558E-06;1.22363E-05
305.38199;9.13873E-06;1.23259E-05
305.48199;9.13131E-06;1.23105E-05
305.58099;9.12111E-06;1.21704E-05
305.67801;9.07076E-06;1.19805E-05
305.77802;8.97328E-06;1.18745E-05
305.88101;8.86915E-06;1.1914E-05
305.98199;8.82861E-06;1.20368E-05
306.07999;8.86873E-06;1.2129E-05
306.18100;8.94652E-06;1.21337E-05
306.28101;9.00817E-06;1.20598E-05
306.37799;9.03392E-06;1.19821E-05
306.48300;9.02827E-06;1.1958E-05
306.57800;9.00937E-06;1.19621E-05
306.67599;8.99272E-06;1.19608E-05
306.78201;8.96607E-06;1.19725E-05
306.87900;8.93298E-06;1.20249E-05
306.97699;8.89952E-06;1.20993E-05
307.07901;8.86405E-06;1.21423E-05
307.17599;8.84425E-06;1.21072E-05
307.27802;8.84487E-06;1.20228E-05
307.37900;8.85503E-06;1.19635E-05
307.47400;8.87517E-06;1.19752E-05
307.57401;8.9061E-06;1.20537E-05
307.67499;8.93129E-06;1.21421E-05
307.77399;8.93701E-06;1.21708E-05
307.87399;8.91864E-06;1.21382E-05
307.97101;8.87538E-06;1.20797E-05
308.07101;8.83761E-06;1.20103E-05
308.17499;8.83962E-06;1.19759E-05
308.27399;8.87192E-06;1.20065E-05
308.37399;8.90136E-06;1.20556E-05
308.47198;8.9102E-06;1.20727E-05
308.56900;8.89478E-06;1.20601E-05
308.66800;8.87693E-06;1.2041E-05
308.76901;8.90549E-06;1.20363E-05
308.87500;8.98909E-06;1.20633E-05
308.97601;9.06559E-06;1.20933E-05
309.07101;9.06774E-06;1.20911E-05
309.16901;8.9837E-06;1.20771E-05
309.26801;8.85489E-06;1.2097E-05
309.37601;8.76128E-06;1.21592E-05
309.47501;8.76991E-06;1.2216E-05
309.56500;8.86002E-06;1.22136E-05
309.67001;8.94885E-06;1.21214E-05
309.76700;8.96893E-06;1.1971E-05
309.86801;8.91754E-06;1.18502E-05
309.96301;8.84404E-06;1.18206E-05
310.07300;8.80965E-06;1.18857E-05
310.16901;8.83652E-06;1.19972E-05
310.26700;8.87213E-06;1.20896E-05
310.36600;8.8676E-06;1.21484E-05
310.46500;8.83933E-06;1.21991E-05
310.56799;8.82573E-06;1.22463E-05
310.66501;8.84318E-06;1.22534E-05
310.76801;8.88432E-06;1.21882E-05
310.86499;8.91289E-06;1.20714E-05
310.96701;8.90076E-06;1.19782E-05
311.06601;8.86257E-06;1.19897E-05
311.16299;8.82206E-06;1.20974E-05
311.26300;8.78555E-06;1.22004E-05
311.36099;8.75885E-06;1.21991E-05
311.46201;8.72628E-06;1.21037E-05
311.56000;8.68365E-06;1.20247E-05
311.66400;8.66349E-06;1.20391E-05
311.76501;8.67022E-06;1.21241E-05
311.86200;8.68919E-06;1.21852E-05
311.96399;8.6991E-06;1.21405E-05
312.06201;8.68317E-06;1.20022E-05
312.16199;8.64597E-06;1.18817E-05
312.26001;8.6121E-06;1.18786E-05
312.36301;8.59498E-06;1.1994E-05
312.45901;8.59756E-06;1.21656E-05
312.55801;8.64677E-06;1.23185E-05
312.65799;8.74763E-06;1.23953E-05
312.76001;8.85809E-06;1.23954E-05
312.85800;8.93696E-06;1.2348E-05
312.95901;8.95513E-06;1.22543E-05
313.05399;8.91369E-06;1.21198E-05
313.15601;8.84718E-06;1.19961E-05
313.26001;8.77276E-06;1.19455E-05
313.36099;8.70153E-06;1.19917E-05
313.45801;8.64665E-06;1.21058E-05
313.55499;8.62245E-06;1.22216E-05
313.65601;8.63144E-06;1.22688E-05
313.75400;8.65448E-06;1.22287E-05
313.85599;8.67363E-06;1.21302E-05
313.95499;8.67338E-06;1.20144E-05
314.05301;8.66637E-06;1.19268E-05
314.15201;8.68271E-06;1.1901E-05
314.25299;8.74091E-06;1.1947E-05
314.35101;8.83911E-06;1.20357E-05
314.45401;8.94191E-06;1.2133E-05
314.55099;9.00051E-06;1.22186E-05
314.65399;8.96714E-06;1.22742E-05
314.75400;8.82567E-06;1.2297E-05
314.85300;8.62973E-06;1.22923E-05
314.95599;8.4584E-06;1.22565E-05
315.04901;8.36658E-06;1.2184E-05
315.14899;8.37396E-06;1.21058E-05
315.25201;8.44804E-06;1.20696E-05
315.35300;8.53824E-06;1.2094E-05
315.45200;8.61276E-06;1.21777E-05
315.55099;8.65342E-06;1.22735E-05
315.64899;8.64455E-06;1.22993E-05
315.75000;8.59894E-06;1.22262E-05
315.84799;8.56956E-06;1.21067E-05
315.94901;8.58667E-06;1.20321E-05
316.04800;8.63902E-06;1.20498E-05
316.15100;8.68322E-06;1.21194E-05
316.25000;8.67831E-06;1.21728E-05
316.35001;8.63749E-06;1.21751E-05
316.45099;8.60016E-06;1.21315E-05
316.55301;8.60035E-06;1.20753E-05
316.64899;8.63879E-06;1.20431E-05
316.74701;8.67979E-06;1.2039E-05
316.84799;8.6889E-06;1.20803E-05
316.95099;8.65786E-06;1.22E-05
317.04700;8.62567E-06;1.23406E-05
317.14499;8.63828E-06;1.24014E-05
317.24600;8.70968E-06;1.23417E-05
317.34900;8.79652E-06;1.22106E-05
317.44901;8.81767E-06;1.20926E-05
317.54599;8.74972E-06;1.20524E-05
317.64499;8.64715E-06;1.20817E-05
317.74701;8.58664E-06;1.20928E-05
317.84399;8.59124E-06;1.2051E-05
317.94699;8.61524E-06;1.2008E-05
318.04599;8.59496E-06;1.20139E-05
318.14899;8.51724E-06;1.20571E-05
318.24799;8.43712E-06;1.20981E-05
318.34698;8.42535E-06;1.20945E-05
318.44699;8.50623E-06;1.20479E-05
318.54501;8.63346E-06;1.20251E-05
318.64700;8.72949E-06;1.20797E-05
318.74200;8.71409E-06;1.21939E-05
318.84500;8.57765E-06;1.22912E-05
318.94501;8.39703E-06;1.23102E-05
319.04300;8.26779E-06;1.22439E-05
319.14499;8.25736E-06;1.21555E-05
319.24500;8.35873E-06;1.2116E-05
319.34601;8.49817E-06;1.21302E-05
319.44400;8.58433E-06;1.21433E-05
319.54501;8.59442E-06;1.20908E-05
319.64700;8.55068E-06;1.19805E-05
319.74500;8.47996E-06;1.18902E-05
319.84601;8.42812E-06;1.18765E-05
319.94601;8.40329E-06;1.1926E-05
320.04599;8.40035E-06;1.19845E-05
320.14401;8.43077E-06;1.20153E-05
320.24399;8.48302E-06;1.20286E-05
320.34000;8.52078E-06;1.20629E-05
320.44400;8.52141E-06;1.21482E-05
320.54199;8.48807E-06;1.22643E-05
320.64401;8.44955E-06;1.23595E-05
320.73901;8.42832E-06;1.23908E-05
320.84000;8.41318E-06;1.23393E-05
320.94000;8.38966E-06;1.22392E-05
321.04300;8.36209E-06;1.21418E-05
321.14099;8.36603E-06;1.2097E-05
321.24100;8.4236E-06;1.21146E-05
321.33899;8.50976E-06;1.21455E-05
321.43900;8.57255E-06;1.21571E-05
321.53900;8.58707E-06;1.21383E-05
321.63901;8.57292E-06;1.21131E-05
321.73901;8.54872E-06;1.21214E-05
321.84000;8.53943E-06;1.21819E-05
321.94000;8.5539E-06;1.22692E-05
322.03699;8.56152E-06;1.2316E-05
322.13901;8.53411E-06;1.22989E-05
322.23801;8.46279E-06;1.22332E-05
322.33701;8.35667E-06;1.21575E-05
322.44000;8.24796E-06;1.21087E-05
322.53699;8.18271E-06;1.2078E-05
322.63599;8.1757E-06;1.20515E-05
322.73901;8.2054E-06;1.20316E-05
322.83899;8.2554E-06;1.20244E-05
322.93600;8.3112E-06;1.20353E-05
323.03400;8.37145E-06;1.2078E-05
323.13699;8.45379E-06;1.21551E-05
323.23401;8.54469E-06;1.22309E-05
323.33600;8.61457E-06;1.22548E-05
323.43799;8.64678E-06;1.21844E-05
323.53601;8.64094E-06;1.204E-05
323.63599;8.61904E-06;0.000011927
323.73599;8.58564E-06;1.19336E-05
323.83301;8.52391E-06;1.20429E-05
323.93500;8.42656E-06;1.21548E-05
324.03299;8.31525E-06;1.21784E-05
324.13300;8.22337E-06;1.21038E-05
324.23300;8.16678E-06;1.19963E-05
324.33200;8.16367E-06;1.19348E-05
324.42899;8.21081E-06;1.19546E-05
324.53101;8.29627E-06;1.20322E-05
324.62900;8.40109E-06;1.21281E-05
324.73001;8.47354E-06;1.22349E-05
324.82800;8.47249E-06;1.23203E-05
324.92801;8.39991E-06;1.2342E-05
325.03101;8.30869E-06;1.2296E-05
325.12701;8.24498E-06;1.21894E-05
325.22800;8.22989E-06;1.2069E-05
325.32800;8.25413E-06;1.1994E-05
325.42999;8.28383E-06;1.19913E-05
325.52802;8.30141E-06;1.20419E-05
325.62799;8.30634E-06;1.21105E-05
325.72699;8.30938E-06;1.21629E-05
325.82999;8.31647E-06;1.21716E-05
325.92899;8.33246E-06;1.21613E-05
326.02600;8.37339E-06;1.21621E-05
326.12799;8.43567E-06;1.2184E-05
326.22800;8.48236E-06;1.22212E-05
326.32401;8.49155E-06;1.22356E-05
326.42200;8.45591E-06;1.2213E-05
326.52600;8.36762E-06;1.21708E-05
326.62299;8.25291E-06;1.21213E-05
326.72299;8.15027E-06;1.20684E-05
326.82300;8.07767E-06;1.20097E-05
326.92499;8.07161E-06;1.19788E-05
327.02802;8.16145E-06;1.20253E-05
327.12299;8.31401E-06;1.21454E-05
327.22299;8.45845E-06;1.22729E-05
327.32599;8.52584E-06;1.23281E-05
327.42099;8.48114E-06;1.22877E-05
327.52200;8.36181E-06;1.21958E-05
327.62500;8.24073E-06;1.21327E-05
327.72000;8.15154E-06;1.2122E-05
327.82199;8.08377E-06;1.21178E-05
327.92499;8.01749E-06;1.20935E-05
328.02100;7.94746E-06;1.20594E-05
328.12000;7.90175E-06;1.20483E-05
328.22101;7.92412E-06;1.20736E-05
328.32300;8.0012E-06;1.21314E-05
328.42200;8.0875E-06;1.22098E-05
328.51999;8.14725E-06;1.22783E-05
328.61899;8.18979E-06;1.23116E-05
328.72000;8.25061E-06;1.22941E-05
328.81900;8.32773E-06;1.2218E-05
328.91901;8.38599E-06;1.20971E-05
329.01801;8.36719E-06;1.19837E-05
329.12201;8.26822E-06;1.19267E-05
329.21701;8.13798E-06;1.19416E-05
329.32101;8.03813E-06;1.20131E-05
329.42001;8.00193E-06;1.20925E-05
329.51700;8.01509E-06;1.21436E-05
329.61801;8.05917E-06;1.21667E-05
329.71500;8.11089E-06;1.21703E-05
329.81500;8.16429E-06;1.21599E-05
329.91699;8.21588E-06;1.2137E-05
330.01801;8.26102E-06;1.21084E-05
330.11499;8.29251E-06;1.20977E-05
330.21399;8.28685E-06;1.2119E-05
330.31699;8.24254E-06;1.21494E-05
330.41800;8.18935E-06;1.21448E-05
330.51801;8.15019E-06;1.2118E-05
330.61700;8.14851E-06;1.21285E-05
330.71399;8.19516E-06;1.21995E-05
330.81699;8.24141E-06;1.22974E-05
330.91400;8.24532E-06;1.23647E-05
331.01401;8.2012E-06;1.23674E-05
331.11401;8.11781E-06;1.22972E-05
331.21301;8.03169E-06;1.21818E-05
331.31400;7.97717E-06;1.20564E-05
331.41599;7.96792E-06;1.19561E-05
331.51401;8.00658E-06;1.19191E-05
331.61301;8.08769E-06;1.19493E-05
331.71500;8.16722E-06;1.20242E-05
331.81299;8.18939E-06;1.2098E-05
331.91400;8.14176E-06;1.21364E-05
332.01199;8.04654E-06;1.21527E-05
332.11600;7.98855E-06;1.2166E-05
332.21600;8.02067E-06;1.21693E-05
332.31201;8.09929E-06;1.21504E-05
332.41000;8.15327E-06;1.21035E-05
332.51099;8.13142E-06;1.20325E-05
332.61401;8.0691E-06;1.19611E-05
332.71100;8.02885E-06;1.19372E-05
332.80801;8.03442E-06;1.19836E-05
332.91101;8.06753E-06;1.2084E-05
333.01199;8.09868E-06;1.22027E-05
333.11200;8.12993E-06;1.22835E-05
333.21100;8.16999E-06;1.22977E-05
333.30899;8.22756E-06;1.22684E-05
333.41299;8.26733E-06;1.22415E-05
333.51099;8.23048E-06;1.22258E-05
333.60800;8.109E-06;1.21899E-05
333.70801;7.93968E-06;1.21167E-05
333.80801;7.79632E-06;1.20153E-05
333.90799;7.74068E-06;1.19296E-05
334.00800;7.78301E-06;1.18948E-05
334.10501;7.87104E-06;1.18852E-05
334.20999;7.93374E-06;1.1861E-05
334.30701;7.96948E-06;1.18386E-05
334.40601;7.99905E-06;1.18716E-05
334.50400;8.02287E-06;1.19871E-05
334.60800;8.04181E-06;1.21533E-05
334.70599;8.03506E-06;1.2288E-05
334.80701;7.99773E-06;1.23222E-05
334.90500;7.95194E-06;1.22547E-05
335.00900;7.92555E-06;1.21334E-05
335.10501;7.9293E-06;1.2017E-05
335.20599;7.94734E-06;1.19505E-05
335.30701;7.96274E-06;1.19436E-05
335.40601;7.94401E-06;1.1986E-05
335.50601;7.90947E-06;1.20536E-05
335.60300;7.89745E-06;1.21022E-05
335.70300;7.9111E-06;1.21213E-05
335.80099;7.94711E-06;1.21323E-05
335.89999;7.976E-06;1.21474E-05
336.00500;7.9878E-06;1.2162E-05
336.10300;8.00104E-06;1.21597E-05
336.20099;8.02078E-06;1.21227E-05
336.30399;8.0247E-06;1.206E-05
336.40201;8.00304E-06;1.19925E-05
336.50000;7.98829E-06;1.19206E-05
336.60101;7.98896E-06;1.18557E-05
336.70099;7.99126E-06;1.18242E-05
336.79901;7.97174E-06;1.18591E-05
336.89801;7.91E-06;1.19614E-05
337.00000;7.83361E-06;1.20823E-05
337.09799;7.77005E-06;1.21512E-05
337.19800;7.72251E-06;1.21404E-05
337.30099;7.6869E-06;1.20923E-05
337.39801;7.69338E-06;1.20646E-05
337.49899;7.76751E-06;1.21095E-05
337.59799;7.88738E-06;1.22032E-05
337.69901;8.01314E-06;1.22721E-05
337.79999;8.06965E-06;1.22579E-05
337.89801;8.01135E-06;1.21566E-05
337.99200;7.85988E-06;1.20398E-05
338.09601;7.69693E-06;1.1963E-05
338.19901;7.61965E-06;1.19506E-05
338.29700;7.66365E-06;1.19732E-05
338.39301;7.79618E-06;1.19845E-05
338.49799;7.92027E-06;1.19759E-05
338.59299;7.96463E-06;1.19457E-05
338.69400;7.93513E-06;1.19118E-05
338.79599;7.87569E-06;1.18972E-05
338.89301;7.85241E-06;1.19366E-05
338.99200;7.87718E-06;1.20342E-05
339.09399;7.92507E-06;1.21629E-05
339.19299;7.95508E-06;1.22909E-05
339.28799;7.90889E-06;1.23612E-05
339.39001;7.79998E-06;1.23591E-05
339.49200;7.6953E-06;1.23017E-05
339.59201;7.67092E-06;1.22215E-05
339.69000;7.73971E-06;1.21659E-05
339.79300;7.84805E-06;1.21516E-05
339.89001;7.91831E-06;1.21545E-05
339.98999;7.87939E-06;1.21418E-05
340.08899;7.75107E-06;1.21169E-05
340.18799;7.61506E-06;1.21038E-05
340.28699;7.56392E-06;1.21156E-05
340.39001;7.64093E-06;1.21452E-05
340.48901;7.80064E-06;1.2167E-05
340.58600;7.94243E-06;1.21517E-05
340.68701;7.9645E-06;1.20878E-05
340.78500;7.86212E-06;1.19803E-05
340.88699;7.7312E-06;1.18715E-05
340.98599;7.66918E-06;1.18162E-05
341.08401;7.68438E-06;1.18549E-05
341.18399;7.70892E-06;1.19821E-05
341.28699;7.70663E-06;1.21127E-05
341.38300;7.6963E-06;1.21744E-05
341.48199;7.72601E-06;1.21523E-05
341.58099;7.8131E-06;1.20945E-05
341.68201;7.88716E-06;1.20632E-05
341.78299;7.85566E-06;1.20841E-05
341.88300;7.71884E-06;1.21346E-05
341.98099;7.56985E-06;1.2168E-05
342.07901;7.4775E-06;1.21572E-05
342.18201;7.47916E-06;1.20914E-05
342.27701;7.55503E-06;1.20071E-05
342.37900;7.63972E-06;1.19586E-05
342.48199;7.70494E-06;1.1984E-05
342.57599;7.75422E-06;1.20928E-05
342.67899;7.81081E-06;1.22336E-05
342.77899;7.87172E-06;1.23325E-05
342.87900;7.91841E-06;1.2362E-05
342.97501;7.90929E-06;1.23326E-05
343.07700;7.82953E-06;1.22762E-05
343.17801;7.73479E-06;1.22396E-05
343.27899;7.67921E-06;1.22226E-05
343.37500;7.68673E-06;1.21809E-05
343.47800;7.72314E-06;1.20978E-05
343.57501;7.74133E-06;1.20011E-05
343.67499;7.7289E-06;1.19264E-05
343.77600;7.71144E-06;1.18915E-05
343.87500;7.71816E-06;1.1878E-05
343.97800;7.73651E-06;1.18628E-05
344.07599;7.72581E-06;1.1867E-05
344.17599;7.657E-06;1.19324E-05
344.27301;7.54307E-06;1.20675E-05
344.37201;7.42479E-06;1.22153E-05
344.47501;7.35036E-06;1.22734E-05
344.57401;7.34024E-06;1.21951E-05
344.67700;7.37693E-06;1.20464E-05
344.77200;7.41686E-06;1.19362E-05
344.87601;7.4417E-06;1.19236E-05
344.97198;7.46936E-06;1.20114E-05
345.07199;7.51259E-06;1.21506E-05
345.17200;7.57617E-06;1.22554E-05
345.27100;7.64221E-06;1.22775E-05
345.37100;7.70044E-06;1.22207E-05
345.47101;7.74916E-06;1.21098E-05
345.57101;7.77357E-06;1.20041E-05
345.67200;7.75419E-06;1.19757E-05
345.77100;7.66616E-06;1.20156E-05
345.86801;7.52383E-06;1.20623E-05
345.96600;7.38648E-06;1.20716E-05
346.06799;7.31064E-06;1.20302E-05
346.16599;7.3246E-06;1.19864E-05
346.26501;7.40957E-06;1.20003E-05
346.36801;7.53217E-06;1.20741E-05
346.46399;7.65166E-06;1.21655E-05
346.56601;7.70882E-06;1.22262E-05
346.66400;7.67677E-06;1.222E-05
346.76700;7.58206E-06;1.21659E-05
346.86499;7.47978E-06;1.21252E-05
346.96399;7.41567E-06;1.21214E-05
347.06100;7.41025E-06;1.21427E-05
347.16400;7.45287E-06;1.21649E-05
347.26501;7.51103E-06;1.21689E-05
347.36600;7.57253E-06;1.21729E-05
347.46301;7.63298E-06;1.21931E-05
347.56500;7.67778E-06;1.22021E-05
347.66101;7.68334E-06;1.21669E-05
347.76300;7.62413E-06;1.20788E-05
347.85901;7.50992E-06;1.19732E-05
347.96500;7.38834E-06;1.19209E-05
348.06100;7.33312E-06;1.1958E-05
348.16199;7.394E-06;1.20541E-05
348.26199;7.54005E-06;1.21605E-05
348.35999;7.67161E-06;1.22391E-05
348.46201;7.70341E-06;1.22681E-05
348.56000;7.6301E-06;1.22582E-05
348.65900;7.4984E-06;1.22318E-05
348.75900;7.37137E-06;1.22197E-05
348.85699;7.29699E-06;1.22402E-05
348.95801;7.28785E-06;1.2268E-05
349.05701;7.32158E-06;1.22725E-05
349.15701;7.37332E-06;1.22328E-05
349.25400;7.42789E-06;1.21548E-05
349.35599;7.46001E-06;1.20881E-05
349.45499;7.4717E-06;1.20797E-05
349.55701;7.48216E-06;1.21034E-05
349.65201;7.48867E-06;1.21044E-05
349.75601;7.48307E-06;1.20553E-05
349.85501;7.46419E-06;1.19594E-05
349.95401;7.439E-06;1.18736E-05
350.04999;7.41307E-06;1.18533E-05
350.15302;7.39507E-06;1.19078E-05
350.25299;7.38772E-06;1.20094E-05
350.35001;7.38871E-06;1.21276E-05
350.44901;7.41E-06;1.22339E-05
350.54901;7.44462E-06;1.2303E-05
350.64999;7.47304E-06;1.23294E-05
350.74899;7.48292E-06;1.23298E-05
350.85199;7.47155E-06;1.23252E-05
350.94501;7.45439E-06;1.23111E-05
351.04501;7.43343E-06;1.22864E-05
351.14700;7.39418E-06;1.22447E-05
351.24500;7.3235E-06;1.21857E-05
351.34698;7.24305E-06;1.21551E-05
351.44501;7.19861E-06;1.21766E-05
351.54901;7.21507E-06;1.22198E-05
351.64600;7.29011E-06;1.2244E-05
351.74500;7.38703E-06;1.22176E-05
351.84399;7.45952E-06;1.21584E-05
351.94299;7.4891E-06;1.21259E-05
352.04501;7.48404E-06;1.21565E-05
352.14301;7.43911E-06;1.22296E-05
352.24399;7.33791E-06;1.22949E-05
352.34299;7.20543E-06;1.23287E-05
352.44199;7.09785E-06;1.23433E-05
352.54401;7.05788E-06;1.23614E-05
352.64401;7.11011E-06;1.23797E-05
352.74399;7.22757E-06;1.23691E-05
352.84201;7.35E-06;1.22978E-05
352.94000;7.43268E-06;1.2169E-05
353.04099;7.46882E-06;1.20436E-05
353.14200;7.47043E-06;1.19738E-05
353.24301;7.4395E-06;1.19757E-05
353.34100;7.39458E-06;1.203E-05
353.43900;7.34115E-06;1.21006E-05
353.54199;7.29111E-06;1.21836E-05
353.63699;7.25073E-06;1.22873E-05
353.73999;7.23251E-06;1.2391E-05
353.83499;7.24756E-06;1.24493E-05
353.94101;7.26175E-06;1.24167E-05
354.03799;7.25943E-06;1.22938E-05
354.13901;7.24513E-06;1.21566E-05
354.23700;7.24793E-06;1.20883E-05
354.33801;7.28294E-06;1.21152E-05
